date,season
2010-02-05,1214.7676542522318
2010-02-06,172.45564177480517
2010-02-07,-134.12420065209093
2010-02-08,987.0020399270513
2010-02-09,1140.6793981723695
2010-02-10,979.4917827860496
2010-02-11,959.1069800756079
2010-02-12,1061.6493221162684
2010-02-13,-321.6876021855048
2010-02-14,-694.1070137348754
2010-02-15,414.8722864315091
2010-02-16,182.7387040832974
2010-02-17,23.96899886759009
2010-02-18,-57.96978941365839
2010-02-19,33.48015277421253
2010-02-20,-309.5046029601827
2010-02-21,-383.8847691978274
2010-02-22,1081.2590303143627
2010-02-23,862.8653935456673
2010-02-24,183.97429556934893
2010-02-25,67.67607726709478
2010-02-26,-25.542812076022667
2010-02-27,-311.6096699829561
2010-02-28,-723.4576238681401
2010-03-01,-400.07020452314475
2010-03-02,-36.90192100593281
2010-03-03,-20.08068832025424
2010-03-04,-15.156112798364825
2010-03-05,-78.33784454946283
2010-03-06,-457.3155996275957
2010-03-07,-961.8580489312142
2010-03-08,60.409082772714555
2010-03-09,195.6065842315196
2010-03-10,-251.10582070905645
2010-03-11,-416.2116802583658
2010-03-12,-411.3709489631523
2010-03-13,-1035.812867615814
2010-03-14,-1448.286543957185
2010-03-15,-456.2136871517809
2010-03-16,-24.892499367043584
2010-03-17,-140.22625487079995
2010-03-18,-98.46303357531538
2010-03-19,128.7440766359899
2010-03-20,-344.59344105816047
2010-03-21,-490.55378080754883
2010-03-22,-118.44391819879165
2010-03-23,467.9235200062369
2010-03-24,357.3609863262046
2010-03-25,284.0536301860998
2010-03-26,563.6610229735646
2010-03-27,-329.95265126823296
2010-03-28,-785.6490942450665
2010-03-29,-33.44521835364294
2010-03-30,220.50095231255847
2010-03-31,-138.24046136190805
2010-04-01,-310.46318141787935
2010-04-02,-1230.4507950878983
2010-04-03,-1127.5217071184964
2010-04-04,-1697.3267542631725
2010-04-05,-1453.455709676315
2010-04-06,-371.727452224855
2010-04-07,-336.2081659707433
2010-04-08,-323.81584017663135
2010-04-09,-504.0725247486142
2010-04-10,-1377.5998649626945
2010-04-11,-1564.1867006815107
2010-04-12,-880.6217866357125
2010-04-13,-562.4052512028749
2010-04-14,-401.8544378482076
2010-04-15,-384.73218049340926
2010-04-16,-442.4833111104484
2010-04-17,-1015.622148162297
2010-04-18,-1399.8371634935763
2010-04-19,-498.35146345528636
2010-04-20,-128.72545871945638
2010-04-21,-266.0313071533046
2010-04-22,-259.30567804065015
2010-04-23,-297.5469912115871
2010-04-24,-995.3312603395533
2010-04-25,-1428.524967094944
2010-04-26,-1352.2042791221606
2010-04-27,-166.37042032749906
2010-04-28,-300.3770197839246
2010-04-29,-254.88111952001532
2010-04-30,-116.39935687596191
2010-05-01,-803.5924496424823
2010-05-02,-1234.5275649905184
2010-05-03,-429.164425263238
2010-05-04,-51.373731462253524
2010-05-05,-205.7582692297419
2010-05-06,-114.78724577068226
2010-05-07,-69.9238142701496
2010-05-08,-664.5424457113406
2010-05-09,-1195.7870410132396
2010-05-10,-413.47646939630704
2010-05-11,71.31948129096477
2010-05-12,236.64165955732824
2010-05-13,259.8958221812946
2010-05-14,219.25189382991928
2010-05-15,-337.57544931582
2010-05-16,-770.5370160993077
2010-05-17,99.23501588054125
2010-05-18,565.4512541796678
2010-05-19,356.9547858792861
2010-05-20,308.61045605723996
2010-05-21,260.16441609814797
2010-05-22,-178.32406345397993
2010-05-23,-481.67748207539165
2010-05-24,92.7082955264114
2010-05-25,458.5160060483858
2010-05-26,462.80142348988005
2010-05-27,350.39550002328394
2010-05-28,250.45989268470743
2010-05-29,-76.45426944505547
2010-05-30,-488.35193912147713
2010-05-31,222.84469606821472
2010-06-01,640.6537826345302
2010-06-02,497.71341700299547
2010-06-03,421.8137664781975
2010-06-04,489.770115477616
2010-06-05,-123.76253770738867
2010-06-06,-304.71996166219304
2010-06-07,513.2330067627147
2010-06-08,679.0012136225698
2010-06-09,1204.2802196713137
2010-06-10,1252.196933159058
2010-06-11,1422.0220052597692
2010-06-12,869.5865719362984
2010-06-13,315.76692289894885
2010-06-14,392.28531653414564
2010-06-15,1280.115112226321
2010-06-16,1109.3188971652678
2010-06-17,1094.6945472188665
2010-06-18,1018.8035832765593
2010-06-19,435.20972649576106
2010-06-20,-18.938794168694304
2010-06-21,756.3232366631422
2010-06-22,1011.8090810604301
2010-06-23,853.3628536383901
2010-06-24,786.4989503731415
2010-06-25,705.9090978285261
2010-06-26,167.91902706683496
2010-06-27,224.44034563205992
2010-06-28,1046.9753263533473
